HOUSEID,URBRUR,HOMEOWN,RATIO16V,RATIO16W,RATIOWV,TRAVDAY,HHNUMBIK,TELCELL,TELLAND,HHFAMINC,HHTOTD,NUMADLT,HHSIZE,CNTTDHH,HHVEHCNT,WRKCOUNT,DRVRCNT,HHSTATE,HTPPOPDN,HTHRESDN,HTEEMPDN
510653058,1,1,2,1.3333,1.5,5,0,1,1,4,13,3,7,11,2,3,2,TX,3000,700,750
510653731,2,1,0.6667,1,0.6667,2,0,1,1,5,10,2,2,4,3,2,2,TX,50,25,25
510653991,1,2,1,2,0.5,7,0,2,2,-7,11,2,2,9,2,1,2,TX,7000,4000,3000
510656732,1,1,1,1,1,5,0,3,1,7,13,2,4,5,3,3,3,TX,3000,700,1500
510657001,1,1,1,2,0.5,3,0,2,2,18,12,2,4,8,4,2,4,TX,1500,700,750
510658521,1,1,0.6667,1,0.6667,2,1,0,1,13,13,2,4,8,3,2,2,TX,7000,2000,3000
510658811,2,1,1,2,0.5,3,0,0,1,2,13,2,2,11,2,1,2,TX,750,700,150
510661398,1,2,0.6667,1,0.6667,1,0,2,1,16,15,2,4,8,3,2,2,TX,50,25,25
510661473,1,1,1,0,0,2,2,1,1,11,11,2,2,6,2,0,2,TX,3000,700,1500
510661914,1,2,0.5,1,0.5,3,0,0,1,4,11,1,1,10,2,1,1,TX,3000,2000,750
510663235,1,1,1,1,1,2,3,1,1,9,14,2,2,13,2,2,2,TX,7000,2000,3000
510665024,1,1,1,0,0,2,0,1,1,8,16,1,1,0,1,0,1,TX,3000,700,1500
510665181,1,1,1,1,1,2,0,1,1,6,12,2,4,8,2,2,2,TX,750,700,350
510665819,1,1,1,1,1,3,0,1,1,5,12,2,4,22,2,2,2,TX,1500,700,750
510667608,1,1,1,1,1,3,0,2,2,-8,12,2,2,7,2,2,2,TX,50,25,25
510668502,1,1,1,1,1,5,0,1,1,9,16,2,4,14,2,2,2,TX,750,150,150
510669675,1,1,0.6667,1,0.6667,4,2,2,1,16,11,2,2,4,3,2,2,TX,300,150,150
510677988,1,1,1,1,1,7,1,1,1,13,15,1,1,6,1,1,1,TX,7000,2000,3000
510679889,1,1,1,1,1,6,0,-8,1,8,14,3,4,19,3,3,3,TX,50,25,25
510679955,1,1,2,0,0,1,0,0,1,-7,12,2,2,3,1,0,2,TX,7000,2000,3000
510681314,1,1,1,0,0,4,0,1,1,16,13,2,2,3,2,0,2,TX,3000,2000,1500
510681761,1,1,1,1,1,5,2,2,3,18,16,2,2,10,2,2,2,TX,1500,700,750
510683091,1,1,1,0,0,1,0,1,2,10,10,1,1,0,1,0,1,TX,7000,2000,3000
510684315,1,1,1,0,0,2,0,0,1,4,12,1,1,6,1,0,1,TX,7000,2000,3000
510684511,1,1,0.5,1,0.5,3,0,2,1,18,16,1,1,5,2,1,1,TX,7000,2000,3000
510684968,1,1,1.3333,1,1.3333,1,5,3,2,18,16,4,6,14,3,4,4,TX,7000,4000,5000
510687286,1,2,0.6667,1,0.6667,6,0,1,2,2,11,2,2,13,3,2,2,TX,3000,2000,1500
510688676,1,1,1,1,1,2,3,2,1,18,15,2,2,17,2,2,2,TX,3000,2000,1500
510691265,1,2,0,1,0,4,0,0,1,2,14,1,2,10,0,1,0,TX,300,150,150
510691582,1,1,1,0.5,2,5,1,1,1,-1,14,1,2,15,1,2,1,TX,7000,2000,3000
510691993,1,2,1,1.5,0.6667,4,3,2,1,18,16,3,3,17,3,2,3,TX,3000,700,1500
510693568,1,1,1,1.5,0.6667,3,2,2,1,10,13,2,5,18,3,2,3,TX,750,700,350
510694770,1,2,1,2,0.5,7,0,1,1,8,13,2,5,20,2,1,2,TX,750,700,350
510699793,2,1,1,2,0.5,6,0,1,2,9,13,2,2,6,2,1,2,TX,-9,-9,-9
510701203,1,1,1,0,0,1,0,1,1,11,14,2,2,9,2,0,2,TX,300,25,25
510701267,1,2,1,1,1,7,1,1,1,9,10,2,4,17,2,2,2,TX,300,150,150
510701436,1,1,1,1,1,5,1,1,1,6,15,2,4,16,2,2,1,TX,1500,700,750
510702581,1,1,1,1,1,2,2,2,2,12,11,2,3,8,2,2,2,TX,7000,2000,3000
510702769,1,1,1,2,0.5,3,1,0,1,8,12,2,2,12,2,1,2,TX,300,150,75
510704053,1,1,1,1.5,0.6667,2,0,2,1,8,11,3,5,9,3,2,3,TX,3000,2000,1500
510705023,1,1,1.5,3,0.5,2,2,2,3,2,10,2,4,22,2,1,2,TX,7000,2000,3000
510705340,1,2,2,2,1,6,0,1,1,17,13,2,2,5,1,1,1,TX,1500,2000,1500
510705911,1,1,2,0,0,3,0,0,1,-7,11,2,2,2,1,0,1,TX,750,700,150
510706570,1,1,0.6667,1,0.6667,7,0,2,1,9,12,2,2,8,3,2,2,TX,3000,700,1500
510710782,2,1,0.5,1.5,0.3333,3,0,0,1,18,13,3,3,15,6,2,3,TX,50,25,25
510712580,1,2,1,1,1,7,0,0,1,3,13,1,4,31,1,1,1,TX,3000,2000,1500
510714614,1,1,1,1,1,3,0,0,1,2,14,1,1,4,1,1,1,TX,7000,2000,1500
510715871,2,1,1,1,1,6,0,2,1,16,12,2,2,2,2,2,2,TX,300,150,150
510716926,2,1,1,2,0.5,1,0,1,1,3,16,2,2,7,2,1,2,TX,50,25,25
510725058,1,2,2,0,0,3,0,0,2,7,12,2,2,6,1,0,1,TX,750,700,350
510730016,1,1,2,2,1,2,0,0,1,-8,13,2,5,26,1,1,1,TX,3000,2000,1500
510730922,1,1,1,0,0,5,0,0,1,5,11,2,2,6,2,0,1,TX,750,150,350
510734751,1,1,1,2,0.5,4,1,1,2,7,14,2,2,2,2,1,2,TX,50,25,25
510736474,1,1,1,1,1,4,0,2,1,10,11,2,3,16,2,2,2,TX,3000,2000,1500
510736876,2,1,1,0,0,5,0,0,1,-7,12,2,2,0,2,0,2,TX,50,25,25
510737248,1,2,2,2,1,6,0,0,1,1,12,2,3,9,1,1,1,TX,17000,6000,5000
510738777,1,1,0.6667,1,0.6667,4,3,3,2,10,12,2,2,10,3,2,2,TX,50,25,25
510743771,2,1,1,2,0.5,6,0,0,1,7,15,2,4,26,2,1,2,TX,50,25,25
510744161,1,1,1,2,0.5,3,0,2,1,-7,13,2,2,3,2,1,2,TX,750,700,350
510744367,2,1,1,1,1,6,0,2,1,12,10,2,2,10,2,2,2,TX,50,25,25
510744527,1,2,1,2,0.5,7,0,2,2,5,10,2,2,14,2,1,2,TX,7000,2000,3000
510747108,1,2,1,1,1,3,0,1,1,7,14,1,1,3,1,1,1,TX,1500,700,1500
510747742,1,1,1,1,1,7,0,0,2,17,13,2,4,8,3,3,3,TX,7000,2000,3000
510750340,1,2,1,1,1,7,0,1,1,2,11,1,3,19,1,1,1,TX,7000,2000,3000
510750591,1,1,1,1,1,2,0,2,1,12,11,2,2,7,2,2,2,TX,1500,700,750
510752577,1,1,0.6,1.5,0.4,4,1,2,1,8,13,3,4,4,5,2,3,TX,7000,2000,1500
510754179,1,1,0.5,1,0.5,2,0,0,1,14,13,1,1,4,2,1,1,TX,1500,700,1500
510755439,1,1,1,0,0,5,0,0,1,-7,13,1,1,0,1,0,1,TX,1500,700,750
510755617,1,1,1,0,0,7,1,1,1,14,12,2,2,10,2,0,2,TX,50,25,25
510759343,1,1,2,2,1,7,1,2,1,12,10,2,2,2,1,1,1,TX,3000,2000,1500
510760424,1,1,1,1,1,2,1,2,2,-7,10,2,2,6,2,2,2,TX,7000,2000,3000
510761953,1,1,1,1,1,3,2,0,1,6,10,2,5,2,2,2,2,TX,1500,700,750
510762165,1,1,1,1,1,3,0,2,4,18,16,2,2,0,2,2,2,TX,300,150,75
510762352,2,1,0.75,3,0.25,1,1,1,3,9,14,3,3,6,4,1,3,TX,50,25,25
510765193,2,1,0.6667,1,0.6667,4,0,1,1,6,15,2,2,22,3,2,2,TX,50,25,25
510766501,1,1,1,1,1,6,0,1,1,5,12,2,3,14,2,2,2,TX,750,150,150
510767898,2,1,1,1,1,2,0,2,1,12,12,2,3,18,2,2,2,TX,50,25,25
510769360,2,1,1,0,0,3,0,0,1,12,15,2,2,6,2,0,2,TX,300,700,150
510770021,2,1,1,2,0.5,7,2,1,1,10,12,2,5,2,2,1,2,TX,300,150,150
510771877,2,1,1,0,0,1,0,2,1,1,11,2,2,3,2,0,2,TX,50,25,25
510775932,1,1,1.3333,2,0.6667,3,0,1,1,4,13,3,6,19,3,2,3,TX,300,150,150
510776760,2,1,0.5,2,0.25,1,0,0,1,6,10,2,2,8,4,1,2,TX,50,25,25
510776827,2,2,2,2,1,7,0,0,2,4,10,2,4,21,1,1,2,TX,300,150,150
510776966,2,1,1,0,0,1,0,0,1,3,10,1,1,2,1,0,1,TX,50,25,25
510777721,1,1,1,1,1,3,0,0,1,5,14,2,2,4,2,2,2,TX,7000,4000,3000
510778531,2,1,1,1.5,0.6667,3,2,0,1,8,15,2,3,7,3,2,3,TX,50,25,25
510780404,1,1,1,1,1,7,0,3,1,10,16,3,3,17,3,3,3,TX,7000,2000,3000
510780842,1,1,1,0,0,2,1,0,1,5,11,1,1,12,1,0,1,TX,3000,2000,750
510782864,1,1,1,0,0,6,0,0,2,4,13,2,2,1,2,0,1,TX,1500,700,750
510784934,2,2,1,1,1,3,0,1,1,7,13,1,3,12,1,1,1,TX,50,25,25
510785593,1,1,1,1,1,4,0,1,1,10,10,2,3,4,2,2,2,TX,1500,700,750
510785799,1,1,2,2,1,4,0,0,1,4,13,2,2,2,1,1,1,TX,750,700,350
510790980,1,1,1,1,1,3,1,1,1,11,11,2,3,11,3,3,3,TX,1500,700,750
510791996,1,1,0.6667,1,0.6667,7,3,2,2,18,13,2,3,14,3,2,2,TX,7000,4000,3000
510792948,1,1,1.3333,1,1.3333,4,2,4,2,18,14,3,4,28,3,4,4,TX,3000,2000,1500
510794670,1,1,1,0,0,7,0,0,1,14,12,2,2,2,2,0,2,TX,1500,700,750
510797176,1,2,2,2,1,2,0,0,3,5,16,2,2,4,1,1,2,TX,7000,4000,5000
510797952,2,1,0.6667,0,0,4,0,2,1,12,14,2,2,11,3,0,2,TX,300,25,75
510799666,2,1,0,0,0,4,0,0,1,2,15,1,1,4,0,0,1,TX,50,25,25
510804300,1,2,2,2,1,5,0,2,1,-7,10,2,2,3,1,1,1,TX,1500,700,750
510805857,1,2,2,2,1,7,1,0,1,8,11,2,4,9,1,1,2,TX,1500,700,750
510806779,1,2,1,1,1,3,1,1,1,15,15,1,1,7,1,1,1,TX,7000,6000,5000
510807217,2,1,1,1,1,1,0,1,1,-7,15,2,2,6,2,2,2,TX,300,150,150
510810413,1,1,3,3,1,4,0,1,2,5,10,3,3,10,1,1,2,TX,3000,2000,750
510810815,1,1,2,2,1,4,1,1,1,12,15,2,4,7,1,1,2,TX,3000,700,750
510810936,2,1,0.6667,1,0.6667,7,0,1,3,12,10,2,3,11,3,2,2,TX,50,25,25
510811269,1,1,1,1.5,0.6667,6,4,3,2,18,16,2,4,32,3,2,4,TX,1500,700,750
510814756,1,1,1,0,0,7,0,1,1,-8,16,1,1,6,1,0,1,TX,50,25,25
510817104,1,2,1,1,1,6,1,1,1,8,12,1,1,6,1,1,1,TX,3000,2000,1500
510820449,1,1,1,1,1,1,0,0,1,8,14,2,3,10,2,2,2,TX,1500,700,750
510821811,1,1,1,1.5,0.6667,7,2,3,1,14,15,3,3,11,3,2,3,TX,3000,700,1500
510823972,1,2,0.5,1,0.5,7,2,0,1,11,14,1,1,9,2,1,1,TX,3000,2000,1500
510824849,1,1,1,0,0,5,0,1,2,10,13,2,2,4,2,0,1,TX,50,25,25
510824867,1,1,1,2,0.5,7,2,1,2,17,13,2,2,16,2,1,2,TX,7000,2000,3000
510825501,1,1,2,1,2,7,0,0,1,2,13,2,3,22,1,2,1,TX,7000,2000,3000
510827699,1,1,0,0,0,5,0,0,1,1,14,2,6,20,0,0,1,TX,750,150,150
510830082,1,2,1,1,1,7,0,0,1,8,16,2,2,7,2,2,2,TX,7000,4000,3000
510830466,2,1,2,2,1,5,1,1,1,9,16,2,7,33,1,1,2,TX,50,25,25
510831173,2,1,0.6667,0,0,7,0,0,1,1,14,2,2,4,3,0,2,TX,50,25,25
510834464,1,1,1,0,0,6,0,1,1,4,10,1,1,5,1,0,1,TX,3000,700,750
510834482,1,1,1,1,1,1,2,1,2,14,13,1,2,0,1,1,1,TX,3000,700,1500
510834772,1,1,1,2,0.5,4,0,1,1,11,15,2,4,6,2,1,2,TX,3000,700,1500
510836682,1,1,1,0,0,6,0,0,1,1,13,1,1,0,1,0,1,TX,300,150,150
510839085,1,1,1,1,1,7,2,2,2,18,10,2,3,14,2,2,2,TX,300,150,75
510839320,1,1,1,1,1,4,1,3,2,8,15,2,3,2,2,2,2,TX,300,150,150
510841239,1,1,1,2,0.5,4,0,0,1,5,16,2,3,10,2,1,2,TX,3000,2000,1500
510841695,1,2,1.5,3,0.5,2,0,2,1,10,11,3,4,11,2,1,3,TX,1500,700,350
510841752,1,1,1,0,0,3,1,1,1,8,12,2,2,13,2,0,2,TX,1500,700,750
510842450,2,1,0.5,1,0.5,6,2,0,1,6,12,2,2,9,4,2,2,TX,50,25,25
510851144,2,1,0.6667,0,0,1,0,0,1,8,10,2,2,10,3,0,2,TX,50,25,25
510852039,1,1,1,0,0,4,1,0,2,10,15,2,2,4,2,0,2,TX,3000,2000,3000
510852196,1,1,1,1,1,6,0,1,2,16,15,2,2,8,2,2,2,TX,3000,700,750
510853205,1,2,2,1.3333,1.5,7,1,0,1,-8,16,4,4,7,2,3,2,TX,7000,2000,3000
510854163,1,1,1,2,0.5,4,1,1,1,5,16,2,4,2,2,1,2,TX,7000,2000,3000
510860584,1,1,1,1,1,2,0,2,1,8,15,2,2,4,2,2,2,TX,50,25,25
510860650,2,1,1,1,1,3,1,0,1,4,13,3,4,12,3,3,3,TX,300,150,150
510860838,1,1,2,0,0,3,0,0,1,4,10,2,2,5,1,0,2,TX,3000,2000,1500
510863585,1,1,1,2,0.5,4,0,1,1,11,14,2,2,12,2,1,2,TX,7000,2000,3000
510864041,1,1,0.5,1,0.5,4,0,1,1,18,15,2,2,10,4,2,2,TX,7000,2000,3000
510864340,1,1,1,1,1,1,1,0,2,8,14,1,1,3,1,1,1,TX,7000,2000,3000
510866429,1,1,1.5,1.5,1,3,3,3,2,18,13,2,4,8,2,2,2,TX,7000,2000,3000
510867024,1,1,0.6667,1,0.6667,1,1,2,2,17,14,2,2,7,3,2,2,TX,1500,700,750
510867761,1,1,1,2,0.5,3,0,1,1,18,11,2,2,11,2,1,1,TX,3000,2000,1500
510867949,1,2,1,0,0,6,1,0,1,3,11,1,1,5,1,0,1,TX,7000,2000,3000
510869185,1,1,1,0,0,5,0,1,1,-7,12,2,2,2,2,0,2,TX,300,150,75
510872103,2,1,1,2,0.5,7,0,0,1,8,13,2,2,0,2,1,2,TX,300,150,75
510873146,1,1,1,1,1,3,0,0,1,14,14,1,1,6,1,1,1,TX,3000,700,1500
510873230,1,1,1,1,1,4,0,1,2,16,10,2,3,5,2,2,2,TX,7000,2000,3000
510873397,1,1,0.6,1,0.6,6,0,3,2,8,10,3,3,7,5,3,3,TX,300,150,75
510873865,1,2,2,1,2,6,1,0,1,7,12,2,4,15,1,2,2,TX,7000,2000,3000
510873959,2,1,1,1,1,5,0,0,1,-7,16,2,2,4,2,2,2,TX,50,25,25
510874899,1,1,0,0,0,3,0,0,2,3,10,1,1,4,0,0,0,TX,3000,2000,1500
510875917,1,2,1,0,0,5,0,0,1,2,14,1,1,4,1,0,1,TX,1500,700,350
510876709,1,1,1.3333,1.3333,1,7,4,2,2,-8,13,3,5,15,3,3,4,TX,7000,2000,3000
510879643,1,2,1,2,0.5,2,4,2,2,10,15,2,6,23,2,1,2,TX,3000,2000,3000
510881646,1,1,1,1,1,1,2,2,1,17,10,2,4,18,2,2,2,TX,3000,700,1500
510882175,1,2,2,1.3333,1.5,3,0,1,1,4,15,3,4,23,2,3,4,TX,300,150,150
510884133,1,1,0.6667,1,0.6667,4,2,3,2,18,16,2,4,17,3,2,2,TX,3000,2000,1500
510884722,1,3,1,1,1,1,2,1,1,6,11,2,4,9,2,2,2,TX,7000,2000,1500
510884973,1,1,1,1.5,0.6667,7,1,0,1,2,16,3,4,16,3,2,2,TX,7000,2000,1500
510885372,1,1,1,2,0.5,2,1,0,2,11,11,2,2,4,2,1,2,TX,3000,700,1500
510888449,1,1,1,3,0.3333,1,0,0,1,2,10,3,3,0,3,1,2,TX,50,25,25
510889361,1,1,0.6667,1,0.6667,1,0,1,2,15,14,2,2,8,3,2,2,TX,3000,2000,1500
510890871,2,1,1,1,1,6,0,0,1,8,11,2,2,7,2,2,2,TX,50,25,25
510893984,1,2,1,1,1,1,0,0,1,2,14,1,1,4,1,1,1,TX,7000,2000,3000
510894507,1,2,0.5,1,0.5,5,0,1,1,8,11,1,1,3,2,1,1,TX,7000,4000,5000
510900435,1,2,0.5,1,0.5,2,3,0,2,4,15,1,4,8,2,1,1,TX,50,25,25
510903968,1,2,1,1,1,1,0,1,1,6,14,2,2,8,2,2,2,TX,750,150,350
510912223,1,2,0.6667,1,0.6667,2,0,1,1,9,15,2,4,8,3,2,2,TX,3000,700,750
510912924,1,2,1,1,1,2,0,1,1,12,12,2,2,4,2,2,2,TX,7000,2000,3000
510913266,1,2,1,1,1,3,2,2,1,12,12,2,2,6,2,2,2,TX,3000,2000,1500
510915541,1,1,1,2,0.5,1,0,1,1,-7,14,2,2,2,2,1,2,TX,1500,2000,750
510915644,1,2,1,1,1,1,1,1,1,9,15,1,1,3,1,1,1,TX,17000,6000,5000
510915840,2,1,1,1,1,7,1,1,1,8,14,2,5,4,2,2,2,TX,50,25,25
510916351,1,1,1,1,1,6,2,2,1,18,12,2,2,17,2,2,2,TX,7000,2000,3000
510917657,2,1,1,1,1,6,3,2,2,18,13,2,3,16,2,2,2,TX,50,25,25
510918618,1,1,2,0,0,1,0,0,1,6,14,2,2,8,1,0,1,TX,300,25,25
510921551,2,1,0.6667,1,0.6667,5,2,2,1,6,13,2,2,4,3,2,2,TX,300,150,75
510925540,2,1,0.5,3,0.1667,7,0,0,2,11,10,2,4,13,6,1,2,TX,50,25,25
510925568,1,1,1,1,1,3,1,1,1,7,14,1,1,11,1,1,1,TX,7000,2000,3000
510926668,1,1,1,1,1,7,0,0,1,9,13,1,1,7,1,1,1,TX,7000,2000,3000
510930021,1,1,0,2,0,5,0,1,1,5,14,2,2,4,0,1,0,TX,7000,4000,3000
510930674,2,1,0.6667,1,0.6667,3,0,0,1,8,10,2,2,3,3,2,2,TX,50,25,25
510936872,1,1,1,2,0.5,6,0,1,1,4,15,2,2,11,2,1,2,TX,3000,2000,1500
510940084,1,2,2,2,1,2,0,0,1,4,16,2,2,4,1,1,2,TX,7000,2000,3000
510941719,1,1,1.5,3,0.5,7,0,2,2,5,15,3,3,17,2,1,2,TX,7000,2000,3000
510943124,1,1,0.6667,1,0.6667,3,2,1,1,10,14,2,4,7,3,2,2,TX,7000,2000,1500
510944372,1,1,1,1,1,4,0,2,2,18,15,2,4,14,2,2,2,TX,7000,2000,3000
510946031,1,1,2,0,0,1,0,1,1,3,12,2,2,0,1,0,1,TX,3000,2000,1500
510946808,1,1,1,0,0,3,0,1,1,10,10,2,2,16,2,0,2,TX,3000,2000,3000
510947270,1,1,1,1,1,2,1,2,1,14,16,2,2,9,2,2,2,TX,1500,700,750
510947355,2,2,1,0,0,4,0,0,1,2,12,1,1,4,1,0,1,TX,300,150,150
510949331,1,1,0.6667,2,0.3333,5,1,1,1,4,14,2,3,24,3,1,2,TX,1500,700,750
510949788,1,1,2,2,1,5,0,1,1,3,11,3,4,14,2,2,3,TX,750,700,150
510954616,2,1,1,2,0.5,1,0,2,1,7,12,2,4,1,2,1,2,TX,300,150,150
510957028,1,1,1,1,1,7,4,3,2,18,16,2,3,11,2,2,2,TX,7000,2000,1500
510957420,1,1,1,0,0,6,0,0,1,3,14,1,1,9,1,0,1,TX,1500,700,350
510961137,1,1,1,0,0,6,0,1,1,10,12,2,2,10,2,0,2,TX,50,25,25
510963373,1,2,1,2,0.5,3,0,1,1,3,10,2,2,3,2,1,2,TX,3000,2000,3000
510963962,1,1,1,0,0,5,0,1,2,17,16,2,2,13,2,0,2,TX,750,700,350
510964558,1,1,1,1,1,3,0,1,2,7,14,2,3,22,2,2,2,TX,50,25,25
510967979,1,1,0.4,1,0.4,7,0,2,1,18,16,2,2,4,5,2,2,TX,50,25,25
510968855,1,1,3,3,1,1,2,0,1,11,16,2,3,4,1,1,1,TX,7000,2000,3000
510968921,1,1,1,2,0.5,3,0,1,2,16,13,2,2,3,2,1,2,TX,300,150,150
510972665,1,2,1,1,1,1,0,1,1,17,13,1,1,8,1,1,1,TX,17000,6000,-9
510973831,1,1,1,1,1,5,3,3,1,13,10,4,4,14,4,4,4,TX,300,150,150
510975004,1,1,0.6667,0,0,2,0,0,1,8,10,2,2,11,3,0,2,TX,7000,2000,1500
510976403,1,1,1,1,1,6,0,1,1,-7,10,2,2,9,2,2,2,TX,7000,2000,1500
510978881,1,1,1,2,0.5,1,0,2,1,16,11,2,4,22,2,1,2,TX,7000,2000,3000
510979785,1,2,1,1,1,5,0,0,1,6,11,1,2,7,1,1,1,TX,300,150,150
510981809,2,1,1.5,1,1.5,6,2,0,1,3,11,2,4,16,2,3,2,TX,50,25,25
510983951,1,2,1,0,0,7,0,0,2,-8,14,1,1,8,1,0,1,TX,17000,6000,-9
510987173,1,1,0.6667,2,0.3333,3,2,1,2,18,12,2,2,14,3,1,2,TX,7000,2000,3000
510988871,1,2,1,1,1,3,1,1,1,14,16,2,4,11,2,2,2,TX,3000,700,1500
510989793,1,2,1,2,0.5,2,2,0,2,9,15,2,2,5,2,1,2,TX,7000,4000,5000
510989814,1,1,3,0,0,4,0,0,1,6,13,2,3,14,1,0,1,TX,3000,2000,1500
510991602,2,1,1,2,0.5,7,0,1,2,18,16,2,2,3,2,1,2,TX,300,700,75
510995301,1,1,1,1,1,3,0,-7,1,-8,10,2,3,2,2,2,2,TX,3000,700,1500
510995589,1,1,1,1.5,0.6667,4,3,2,1,18,14,3,3,17,3,2,3,TX,3000,2000,3000
510996362,1,2,1,1,1,5,0,1,2,14,12,1,1,14,1,1,1,TX,7000,4000,5000
510996830,1,2,1,0,0,6,0,0,1,2,11,1,5,6,1,0,1,TX,7000,2000,1500
510996849,1,1,1,1,1,4,0,0,2,-7,11,2,2,2,2,2,2,TX,3000,700,750
510998067,1,1,1,2,0.5,5,2,2,2,-7,15,2,2,5,2,1,2,TX,3000,700,1500
511002206,1,1,1,1,1,6,2,0,1,17,16,2,3,2,2,2,2,TX,7000,2000,3000
511002877,2,1,0.6667,2,0.3333,3,0,1,1,8,12,2,2,7,3,1,2,TX,300,150,150
511005784,2,2,1,0.6667,1.5,7,1,2,2,18,10,2,4,47,2,3,2,TX,1500,700,750
511007368,1,1,1.3333,1.3333,1,4,0,1,2,18,11,3,5,11,3,3,3,TX,1500,700,750
511008132,2,2,1,0,0,7,0,1,1,2,16,1,1,3,1,0,1,TX,50,25,25
511010395,1,1,1,0,0,4,0,0,1,8,11,1,1,0,1,0,1,TX,7000,2000,3000
511015466,2,1,2,0,0,1,0,0,1,1,11,2,2,4,1,0,1,TX,50,25,25
511016566,1,2,0,2,0,1,0,0,1,2,16,1,5,24,0,1,0,TX,7000,2000,3000
511018216,1,1,1,2,0.5,6,3,0,1,17,12,2,4,24,2,1,2,TX,1500,700,1500
511018711,2,1,1.5,3,0.5,1,1,3,2,15,15,2,4,2,2,1,3,TX,300,150,150
511019567,2,2,1,1,1,1,0,1,1,5,13,2,2,3,2,2,2,TX,300,150,25
511023126,2,1,1,1,1,1,0,1,1,13,14,2,2,12,2,2,2,TX,300,150,75
511023591,1,1,0.6667,1,0.6667,7,1,1,2,18,15,2,3,16,3,2,2,TX,50,25,25
511029669,1,1,1,0,0,5,1,0,1,1,12,2,4,21,2,0,2,TX,7000,2000,1500
511033563,1,1,0.6667,1,0.6667,4,0,1,1,18,14,2,2,6,3,2,2,TX,7000,2000,3000
511036005,1,1,1,0,0,1,0,0,1,1,12,1,1,0,1,0,1,TX,3000,2000,1500
511036519,1,1,0.6667,1,0.6667,7,1,2,1,14,13,2,5,34,3,2,2,TX,7000,2000,3000
511036630,1,1,1,1,1,3,0,2,3,18,14,2,2,21,2,2,2,TX,1500,700,750
511037404,1,2,1,1,1,5,0,1,1,9,13,1,1,6,1,1,1,TX,3000,2000,3000
511799074,1,1,0.75,1,0.75,2,1,2,2,4,16,3,5,27,4,3,3,TX,1500,700,750
511801502,1,1,1,1,1,2,0,2,1,12,12,2,4,13,2,2,2,TX,1500,700,1500
511804035,1,1,1,1,1,3,0,0,1,-7,10,2,2,2,2,2,2,TX,50,25,25
511804325,1,1,1,1,1,3,0,2,2,18,15,2,3,26,2,2,2,TX,7000,2000,3000
511806703,2,1,0.6667,1,0.6667,5,0,0,1,10,16,2,2,10,3,2,2,TX,50,25,25
511809272,1,2,0,1,0,5,0,0,1,5,11,2,4,10,0,2,2,TX,7000,6000,5000
511812665,2,1,1,0,0,7,0,0,1,-7,16,1,1,4,1,0,1,TX,300,700,150
511813514,1,1,1,1.3333,0.75,7,0,3,1,8,11,4,4,8,4,3,3,TX,17000,4000,3000
511819909,1,1,2,0,0,3,0,1,1,9,12,2,2,10,1,0,1,TX,3000,2000,1500
511824547,1,1,0.6667,2,0.3333,5,0,2,4,18,15,2,2,4,3,1,2,TX,1500,700,750
511824828,1,91,1,1,1,6,0,0,1,4,10,1,1,2,1,1,1,TX,7000,2000,1500
511828367,1,1,1,1,1,3,0,2,1,10,13,2,2,10,2,2,2,TX,300,150,150
511828376,1,2,1,2,0.5,3,2,0,1,-8,10,2,2,1,2,1,2,TX,1500,700,750
511832289,1,2,2,2,1,6,0,0,1,17,15,2,3,23,1,1,2,TX,750,150,150
511833259,1,1,0.6667,2,0.3333,1,2,1,1,14,12,2,4,12,3,1,2,TX,7000,2000,3000
511833718,1,1,0,0,0,4,0,0,1,1,15,1,1,0,0,0,0,TX,1500,700,750
511835253,1,1,1,0.6667,1.5,1,4,2,3,18,11,2,4,27,2,3,3,TX,3000,700,1500
511835486,1,1,1,1,1,6,3,2,2,18,16,2,4,29,3,3,3,TX,1500,700,750
511837154,1,1,1.5,3,0.5,6,3,5,2,16,15,2,6,34,2,1,3,TX,1500,700,750
511838124,1,1,1,1,1,5,0,2,2,17,12,2,2,8,2,2,2,TX,3000,2000,1500
511839327,2,1,1,1,1,1,0,0,1,3,16,2,6,40,2,2,2,TX,300,25,75
511841290,2,1,1,1,1,3,3,0,2,8,14,2,6,5,2,2,2,TX,750,700,150
511842831,1,1,2,0,0,2,1,1,1,8,13,2,2,6,1,0,1,TX,7000,2000,1500
511845177,2,1,1,1,1,5,0,2,1,17,12,2,4,20,2,2,2,TX,300,150,75
511846745,1,2,1,1,1,7,0,2,2,9,12,2,3,10,2,2,1,TX,7000,2000,3000
511852184,1,1,1,1,1,4,0,2,2,11,12,2,2,3,2,2,2,TX,7000,2000,1500
511857460,1,1,1,1,1,1,0,1,1,15,10,2,2,0,2,2,2,TX,7000,2000,3000
511862008,2,1,0.75,1,0.75,3,2,0,2,17,16,3,4,23,4,3,4,TX,300,25,25
511863733,1,1,1,1,1,7,2,2,1,16,11,2,3,10,2,2,2,TX,3000,2000,1500
511864468,1,1,1,2,0.5,2,0,0,1,6,16,2,2,7,2,1,2,TX,50,25,25
511866686,1,1,1,2,0.5,3,0,0,1,10,12,2,2,7,2,1,2,TX,3000,700,1500
511867197,1,2,2,2,1,3,0,0,1,4,12,2,4,2,1,1,2,TX,7000,2000,3000
511870478,1,1,1,3,0.3333,4,0,3,2,16,15,3,4,35,3,1,3,TX,7000,2000,3000
